,name,host_since,host_response_time,host_response_rate,host_is_superhost,host_identity_verified,neighbourhood_cleansed,property_type,room_type,bathrooms_text,amenities,has_availability,first_review,last_review,instant_bookable,latitude,longitude,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
1230,Experience Quebec Like Local:Private Comfort Suite,2015-07-22,within an hour,100%,t,t,Duberger-Les Saules,Entire bungalow,Entire home/apt,1 bath,"[""Ethernet connection"", ""Radiant heating"", ""Exterior security cameras on property"", ""Private backyard \u2013 Not fully fenced"", ""Courtyard view"", ""Extra pillows and blankets"", ""Populaire body soap"", ""Free street parking"", ""Freezer"", ""Cooking basics"", ""Fire extinguisher"", ""Hot water kettle"", ""Private entrance"", ""Single level home"", ""Essentials"", ""Cleaning available during stay"", ""Portable fans"", ""Bikes"", ""Pocket wifi"", ""Smoke alarm"", ""Laundromat nearby"", ""55 inch HDTV with Amazon Prime Video, Netflix, premium cable"", ""Self check-in"", ""Coffee maker: Keurig coffee machine"", ""Wine glasses"", ""Toaster"", ""Coffee"", ""Bed linens"", ""Books and reading material"", ""Dishes and silverware"", ""Free parking on premises"", ""Long term stays allowed"", ""Window AC unit"", ""Hot water"", ""Luggage dropoff allowed"", ""Mosquito net"", ""Hangers"", ""Iron"", ""Refrigerator"", ""Room-darkening shades"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Mini fridge"", ""Hair dryer"", ""Lockbox"", ""Microwave"", ""Shower gel"", ""Drying rack for clothing"", ""Dining table"", ""Cleaning products"", ""Theme room"", ""Kitchen"", ""Wifi"", ""Shampoo"", ""Populaire conditioner""]",t,2015-07-24,2024-10-14,f,46.82401,-71.2,4.0,1.0,2.0,2.0,143.2,3.0,7,0,0,0,0,42.8,30.0,2.0,4.85,4.94,4.98,4.91,4.93,4.77,4.87,1.0,1.0,0.0,0.0,2.39
1231,Large Quiet Room in Sainte-Foy,2013-11-14,within a few hours,100%,f,t,Cité Universitaire,Private room in rental unit,Private room,1 shared bath,"[""Clothing storage: closet and dresser"", ""Free street parking"", ""Fire extinguisher"", ""Oven"", ""Dryer"", ""Smoke alarm"", ""Heating"", ""Bed linens"", ""Long term stays allowed"", ""Dishes and silverware"", ""First aid kit"", ""Hot water"", ""Hangers"", ""Refrigerator"", ""Room-darkening shades"", ""Dedicated workspace"", ""Stove"", ""Washer"", ""Lock on bedroom door"", ""Cooking basics"", ""Kitchen"", ""Wifi""]",t,2016-07-17,2024-08-24,f,46.8,-71.2,1.0,1.0,1.0,1.0,36.0,31.0,1125,0,0,0,162,10.0,3.0,0.0,4.8,4.9,4.8,4.9,4.7,4.7,4.7,6.0,1.0,0.0,0.0,0.1
1232,Littoral's Suite | Old Quebec and River view,2014-04-22,Desconocido,-%,f,f,Quartier 5-4,Room in boutique hotel,Hotel room,1 private bath,"[""Ethernet connection"", ""Building staff"", ""Exterior security cameras on property"", ""Waterfront"", ""Conditioner"", ""Extra pillows and blankets"", ""Clothing storage: closet and dresser"", ""Free resort access"", ""Fire extinguisher"", ""Hot water kettle"", ""Paid dryer \u2013 In building"", ""Single level home"", ""Essentials"", ""Crib - available upon request"", ""Smoke alarm"", ""Laundromat nearby"", ""Self check-in"", ""Bathtub"", ""Body soap"", ""Paid washer \u2013 In building"", ""Heating"", ""Wine glasses"", ""Coffee"", ""Bed linens"", ""Long term stays allowed"", ""First aid kit"", ""Outdoor dining area"", ""Window AC unit"", ""Hot water"", ""Free parking on premises"", ""Luggage dropoff allowed"", ""Private patio or balcony"", ""Mosquito net"", ""Hangers"", ""Iron"", ""Refrigerator"", ""Outdoor furniture"", ""Room-darkening shades"", ""Dedicated workspace"", ""Mini fridge"", ""Hair dryer"", ""32 inch HDTV with Chromecast, standard cable"", ""Microwave"", ""Coffee maker"", ""EV charger"", ""Shower gel"", ""Wifi"", ""Shampoo""]",t,2019-08-05,2023-07-09,f,46.8,-71.18506,2.0,1.0,1.0,2.0,143.2,31.0,1125,0,0,0,0,3.0,0.0,0.0,4.8,4.9,5.0,4.9,4.9,4.8,4.7,5.0,0.0,0.0,0.0,0.05
1233,Magnifique condo Vieux-Québec,2015-08-02,within a day,100%,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,Entire rental unit,Entire home/apt,1 bath,"[""Ethernet connection"", ""Free parking on premises \u2013 1 space"", ""Extra pillows and blankets"", ""Free dryer \u2013 In unit"", ""HDTV with Chromecast"", ""Single level home"", ""Oven"", ""Essentials"", ""Smoke alarm"", ""Kitchen"", ""Bathtub"", ""Ceiling fan"", ""Heating"", ""Wine glasses"", ""Toaster"", ""Bed linens"", ""Paid parking lot off premises"", ""Dishes and silverware"", ""Long term stays allowed"", ""Hot water"", ""Mosquito net"", ""Hangers"", ""Iron"", ""Refrigerator"", ""Free washer \u2013 In unit"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Hair dryer"", ""Stove"", ""Coffee maker: Nespresso"", ""Microwave"", ""Dishwasher"", ""Dining table"", ""Cooking basics"", ""Clothing storage: walk-in closet, closet, and dresser"", ""Wifi""]",t,2015-09-30,2024-09-02,f,46.813,-71.2131,4.0,1.0,2.0,2.0,143.2,31.0,1125,0,2,15,256,23.0,5.0,0.0,4.96,4.96,4.96,5.0,5.0,5.0,4.91,1.0,1.0,0.0,0.0,0.21
1234,Grande Chambre avec lavabo. Près de tout.,2014-07-09,within an hour,100%,t,t,Cité Universitaire,Private room in townhouse,Private room,1 shared bath,"[""Central heating"", ""Ethernet connection"", ""Radiant heating"", ""34 inch HDTV with standard cable"", ""Conditioner"", ""Extra pillows and blankets"", ""Free street parking"", ""Freezer"", ""Fire extinguisher"", ""Paid washer \u2013 In unit"", ""Hot water kettle"", ""Private entrance"", ""Single level home"", ""Oven"", ""Essentials"", ""Paid dryer \u2013 In unit"", ""Coffee maker: drip coffee maker"", ""Pocket wifi"", ""Smoke alarm"", ""Self check-in"", ""Bathtub"", ""Shared backyard \u2013 Not fully fenced"", ""Body soap"", ""Wine glasses"", ""Toaster"", ""Coffee"", ""City skyline view"", ""Bed linens"", ""Books and reading material"", ""First aid kit"", ""Dishes and silverware"", ""Long term stays allowed"", ""Hot water"", ""Luggage dropoff allowed"", ""Mosquito net"", ""Hangers"", ""Baking sheet"", ""Iron"", ""Refrigerator"", ""Room-darkening shades"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Mini fridge"", ""Keypad"", ""Hair dryer"", ""Clothing storage: wardrobe and dresser"", ""Central air conditioning"", ""Lock on bedroom door"", ""Microwave"", ""Shower gel"", ""Dining table"", ""Cleaning products"", ""Cooking basics"", ""Mountain view"", ""Kitchen"", ""Wifi"", ""Shampoo"", ""Electric stove""]",t,2015-08-11,2024-10-06,f,46.8,-71.2,1.0,1.0,1.0,2.0,42.0,31.0,365,30,60,90,365,88.0,2.0,0.0,4.64,4.76,4.82,4.86,4.8,4.58,4.68,5.0,0.0,0.0,0.0,0.78
1235,"Québec city, confortable, lavabo et bien située",2014-07-09,within an hour,100%,t,t,Cité Universitaire,Private room in home,Private room,1 shared bath,"[""Central heating"", ""Heating - split type ductless system"", ""Extra pillows and blankets"", ""Free street parking"", ""Fire extinguisher"", ""Paid washer \u2013 In unit"", ""Private entrance"", ""Single level home"", ""Oven"", ""Essentials"", ""Other electric stove"", ""Paid dryer \u2013 In unit"", ""Pocket wifi"", ""Smoke alarm"", ""Self check-in"", ""Shared backyard \u2013 Not fully fenced"", ""Bed linens"", ""Long term stays allowed"", ""Dishes and silverware"", ""First aid kit"", ""Hot water"", ""Hangers"", ""Iron"", ""Refrigerator"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Keypad"", ""Hair dryer"", ""Paid parking lot on premises \u2013 3 spaces"", ""Central air conditioning"", ""Lock on bedroom door"", ""Microwave"", ""Coffee maker"", ""Shower gel"", ""Cooking basics"", ""Mountain view"", ""Kitchen"", ""Wifi""]",t,2015-08-16,2023-06-30,f,46.8,-71.2,1.0,1.0,1.0,1.0,40.0,31.0,365,0,13,43,318,45.0,0.0,0.0,4.82,4.8,4.82,4.88,4.78,4.63,4.74,5.0,0.0,0.0,0.0,0.4
1236,House in the heart of Quebec City,2015-08-16,Desconocido,-%,f,f,Cité Universitaire,Entire home,Entire home/apt,1 bath,"[""Heating"", ""Hair dryer"", ""Dryer"", ""Essentials"", ""Washer"", ""Air conditioning"", ""Free parking on premises"", ""Dishwasher"", ""TV with standard cable"", ""Hangers"", ""Smoke alarm"", ""Iron"", ""Kitchen"", ""Wifi"", ""Shampoo""]",t,2015-08-24,2019-02-23,f,46.8,-71.2,4.0,1.0,3.0,3.0,140.0,60.0,1125,0,0,0,28,13.0,0.0,0.0,4.38,4.92,4.92,5.0,5.0,4.46,4.77,1.0,1.0,0.0,0.0,0.12
1237,Condo Vieux-Québec 2 chambres/mois,2015-02-25,within a few hours,100%,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,Entire rental unit,Entire home/apt,1 bath,"[""Free street parking"", ""Fire extinguisher"", ""Dryer"", ""Essentials"", ""Smoke alarm"", ""Self check-in"", ""Bathtub"", ""Heating"", ""Long term stays allowed"", ""Dishes and silverware"", ""Hot water"", ""TV with standard cable"", ""Hangers"", ""Refrigerator"", ""Iron"", ""Air conditioning"", ""Room-darkening shades"", ""Washer"", ""Lockbox"", ""Kitchen"", ""Wifi""]",t,2022-05-11,2024-09-05,f,46.81381,-71.20326,4.0,1.0,2.0,1.0,76.0,32.0,1125,0,0,0,86,8.0,2.0,0.0,4.88,5.0,5.0,4.88,4.75,5.0,5.0,1.0,1.0,0.0,0.0,0.26
1238,Logement tranquille à 15 minutes du centre-ville,2014-07-20,within an hour,100%,t,t,Plateau,Entire condo,Entire home/apt,1 bath,"[""Radiant heating"", ""EV charger - level 2"", ""Free street parking"", ""Free dryer \u2013 In unit"", ""Freezer"", ""Stainless steel electric stove"", ""Coffee maker: french press, Nespresso"", ""Fire extinguisher"", ""Hot water kettle"", ""Private entrance"", ""Blender"", ""Smoke alarm"", ""Stainless steel oven"", ""Self check-in"", ""Bathtub"", ""Body soap"", ""Free parking on premises \u2013 2 spaces"", ""Wine glasses"", ""Toaster"", ""Coffee"", ""Bed linens"", ""Books and reading material"", ""Dishes and silverware"", ""Hot water"", ""Private patio or balcony"", ""Iron"", ""Refrigerator"", ""Room-darkening shades"", ""Dedicated workspace"", ""Hair dryer"", ""Washer"", ""Lockbox"", ""Microwave"", ""Portable air conditioning"", ""Shower gel"", ""Drying rack for clothing"", ""Dining table"", ""Cleaning products"", ""Cooking basics"", ""Kitchen"", ""Wifi"", ""Shampoo""]",t,2022-01-22,2024-11-03,f,46.8,-71.2,4.0,1.0,2.0,2.0,143.2,2.0,365,0,0,0,0,78.0,49.0,5.0,4.92,4.92,4.96,4.95,4.97,4.65,4.9,1.0,1.0,0.0,0.0,2.29
1239,Charmant studio au coeur de Québec,2015-08-29,within an hour,100%,f,t,Saint-Jean-Baptiste,Entire rental unit,Entire home/apt,1 bath,"[""Fast wifi \u2013 406 Mbps"", ""Free street parking"", ""Free dryer \u2013 In unit"", ""Children\u2019s books and toys"", ""Patio or balcony"", ""Host greets you"", ""Oven"", ""Essentials"", ""Smoke alarm"", ""Heating"", ""Dishes and silverware"", ""First aid kit"", ""Crib"", ""Hot water"", ""Backyard"", ""TV with standard cable"", ""Hangers"", ""Pets allowed"", ""Refrigerator"", ""Iron"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Hair dryer"", ""Stove"", ""Washer"", ""Microwave"", ""Coffee maker"", ""Cooking basics"", ""Kitchen""]",t,2015-09-07,2023-08-16,f,46.81007,-71.22415,4.0,1.0,0.0,1.0,63.0,31.0,1001,0,20,46,225,195.0,0.0,0.0,4.95,4.96,4.99,4.99,4.98,4.93,4.91,1.0,1.0,0.0,0.0,1.75
1240,"Cozy n Unique, DOWNTOWN OLD QUEBEC",2014-10-18,within an hour,100%,f,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,Entire rental unit,Entire home/apt,1 bath,"[""46 inch TV with Amazon Prime Video, Fire TV, Netflix"", ""Patio or balcony"", ""Fire extinguisher"", ""Oven"", ""Dryer"", ""Essentials"", ""Smoke alarm"", ""Self check-in"", ""Heating"", ""Dishes and silverware"", ""First aid kit"", ""Crib"", ""Hot water"", ""Backyard"", ""Hangers"", ""Refrigerator"", ""Iron"", ""Hair dryer"", ""Stove"", ""Washer"", ""Lockbox"", ""Indoor fireplace"", ""Central air conditioning"", ""Microwave"", ""Dishwasher"", ""Coffee maker"", ""Cooking basics"", ""Kitchen"", ""Wifi"", ""Shampoo""]",t,2015-09-18,2024-10-22,f,46.80532,-71.21647,3.0,1.0,1.0,1.0,97.0,2.0,30,12,18,47,206,42.8,52.0,3.0,4.73,4.8,4.77,4.83,4.88,4.94,4.78,1.0,1.0,0.0,0.0,4.19
1241,Chambre ancestrale avec murs de pierre au sous-sol,2013-09-07,within an hour,100%,f,t,Maizerets,Private room in home,Private room,1 private bath,"[""Extra pillows and blankets"", ""Gym"", ""Essentials"", ""Smoke alarm"", ""Clothing storage"", ""Bathtub"", ""Body soap"", ""Heating"", ""Bed linens"", ""Free parking on premises"", ""Crib"", ""Hot water"", ""Pets allowed"", ""Iron"", ""Carbon monoxide alarm"", ""Room-darkening shades"", ""Dedicated workspace"", ""Hair dryer"", ""TV"", ""Private living room"", ""Shower gel"", ""Wifi"", ""Shampoo""]",t,2021-02-14,2024-10-27,t,46.8,-71.22083,3.0,1.0,1.0,2.0,79.0,1.0,7,26,51,81,103,140.0,67.0,3.0,4.63,4.69,4.71,4.79,4.72,4.5,4.57,4.0,0.0,0.0,0.0,3.08
1242,Le Zen,2013-02-20,within a few hours,100%,f,t,Saint-Sauveur,Entire rental unit,Entire home/apt,2 baths,"[""Children\u2019s books and toys"", ""Patio or balcony"", ""Fire extinguisher"", ""Oven"", ""Dryer"", ""Essentials"", ""Smoke alarm"", ""Heating"", ""Bed linens"", ""Dishes and silverware"", ""Free parking on premises"", ""Crib"", ""Hot water"", ""Backyard"", ""Hangers"", ""BBQ grill"", ""Pets allowed"", ""Refrigerator"", ""Iron"", ""Carbon monoxide alarm"", ""Hair dryer"", ""Stove"", ""Washer"", ""TV"", ""Microwave"", ""Dishwasher"", ""Coffee maker"", ""Cooking basics"", ""Kitchen"", ""Wifi"", ""Shampoo""]",t,2015-11-28,2023-12-29,f,46.80601,-71.237,8.0,1.0,3.0,3.0,120.4,7.0,31,0,6,24,24,50.0,1.0,0.0,4.84,4.88,4.82,4.9,4.9,4.56,4.66,2.0,2.0,0.0,0.0,0.46
1243,Quiet Bedroom near Laval's University,2013-11-23,within an hour,100%,t,t,Sillery,Private room in home,Private room,1 shared bath,"[""AC - split type ductless system"", ""Shared backyard \u2013 Fully fenced"", ""Extra pillows and blankets"", ""Clothing storage: closet and dresser"", ""Freezer"", ""Fire extinguisher"", ""Hot water kettle"", ""Paid dryer \u2013 In building"", ""Coffee maker: drip coffee maker, espresso machine"", ""Host greets you"", ""Essentials"", ""Portable fans"", ""Smoke alarm"", ""Bathtub"", ""Paid washer \u2013 In building"", ""Heating"", ""Wine glasses"", ""Toaster"", ""Paid parking lot on premises \u2013 1 space"", ""Bed linens"", ""Books and reading material"", ""Dishes and silverware"", ""First aid kit"", ""Outdoor dining area"", ""Piano"", ""Hot water"", ""Whirpool oven"", ""Whirlpool electric stove"", ""Luggage dropoff allowed"", ""Mosquito net"", ""Hangers"", ""TV with standard cable"", ""Baking sheet"", ""Iron"", ""Refrigerator"", ""Outdoor furniture"", ""Room-darkening shades"", ""Hair dryer"", ""Long term stays allowed"", ""Shared patio or balcony"", ""Microwave"", ""Dishwasher"", ""Private living room"", ""Dining table"", ""Drying rack for clothing"", ""Cooking basics"", ""Kitchen"", ""Wifi""]",t,2016-01-31,2024-09-15,f,46.8,-71.25947,2.0,1.0,2.0,3.0,90.0,31.0,1125,29,59,89,89,113.0,8.0,0.0,4.73,4.8,4.93,4.8,4.76,4.68,4.66,2.0,0.0,0.0,0.0,1.06
1244,"entire clean, quiet and cozy house in Quebec city",2015-12-23,within an hour,100%,f,t,Saint-Louis,Entire bungalow,Entire home/apt,2 baths,"[""Wifi \u2013 35 Mbps"", ""Private backyard \u2013 Not fully fenced"", ""Ping pong table"", ""Courtyard view"", ""Sony sound system with aux"", ""Safe"", ""Clothing storage: closet"", ""Samsung stainless steel electric stove"", ""Fire extinguisher"", ""Hot water kettle"", ""Private entrance"", ""Single level home"", ""Host greets you"", ""Oven"", ""Essentials"", ""Cleaning available during stay"", ""Portable fans"", ""Smoke alarm"", ""Laundromat nearby"", ""Bathtub"", ""Heating"", ""Wine glasses"", ""Toaster"", ""Coffee"", ""Dishes and silverware"", ""First aid kit"", ""Free parking on premises"", ""Hot water"", ""Hangers"", ""Baking sheet"", ""Iron"", ""Refrigerator"", ""55 inch HDTV with Chromecast"", ""Hair dryer"", ""Microwave"", ""Coffee maker"", ""Shower gel"", ""Drying rack for clothing"", ""Dining table"", ""Cleaning products"", ""Kitchen"", ""Shampoo"", ""Bread maker""]",t,2016-01-19,2024-11-03,f,46.8,-71.2,8.0,1.0,3.0,3.0,119.0,1.0,4,26,33,33,33,42.8,53.0,6.0,4.56,4.76,4.75,4.89,4.89,4.67,4.62,1.0,1.0,0.0,0.0,4.45
1245,Old Quebec near Château Frontenac,2015-12-26,Desconocido,-%,f,f,Vieux-Québec/Cap-Blanc/Colline parlementaire,Entire rental unit,Entire home/apt,1.5 baths,"[""Fire extinguisher"", ""Washer"", ""TV"", ""Free parking on premises"", ""Outdoor dining area"", ""Smoke alarm"", ""BBQ grill"", ""Kitchen"", ""Wifi"", ""Carbon monoxide alarm"", ""Dedicated workspace""]",t,23/01/2025,24/01/2025,f,46.8151,-71.20603,4.0,1.0,2.0,3.0,150.0,31.0,90,0,0,0,46,0.0,0.0,0.0,4.7,4.8,5.0,5.0,5.0,4.8,4.7,1.0,1.0,0.0,0.0,2.4
1246,Les Immeubles Charlevoix - Le Quai St-André 1175,2015-05-28,within an hour,96%,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,Entire rental unit,Entire home/apt,1 bath,"[""Fire extinguisher"", ""Oven"", ""Dryer"", ""Essentials"", ""Smoke alarm"", ""Self check-in"", ""Heating"", ""Bed linens"", ""Long term stays allowed"", ""Dishes and silverware"", ""First aid kit"", ""Hot water"", ""TV with standard cable"", ""Hangers"", ""Refrigerator"", ""Iron"", ""Air conditioning"", ""Keypad"", ""Hair dryer"", ""Stove"", ""Washer"", ""Microwave"", ""Dishwasher"", ""Coffee maker"", ""Cooking basics"", ""Paid parking off premises"", ""Kitchen"", ""Wifi"", ""Shampoo""]",t,2016-02-15,2024-10-14,t,46.81679916,-71.20490265,4.0,1.0,1.0,1.0,157.0,2.0,1125,19,24,54,312,50.0,5.0,1.0,4.68,4.78,4.82,4.92,4.9,4.9,4.56,6.1,4.3,0.0,0.0,0.47
1247,Beau condo au cœur de Québec,2022-05-13,within an hour,100%,t,t,Saint-Sacrement,Entire rental unit,Entire home/apt,1 bath,"[""High chair"", ""Ethernet connection"", ""Extra pillows and blankets"", ""Free street parking"", ""Board games"", ""Freezer"", ""Paid street parking off premises"", ""Pack \u2019n play/Travel crib"", ""Children\u2019s books and toys"", ""Fire extinguisher"", ""Hot water kettle"", ""Private entrance"", ""Single level home"", ""HDTV with Netflix, Amazon Prime Video, Roku"", ""Dryer"", ""Essentials"", ""Private backyard \u2013 Fully fenced"", ""Cleaning available during stay"", ""Coffee maker: drip coffee maker"", ""Smoke alarm"", ""Bathtub"", ""Heating"", ""Wine glasses"", ""Toaster"", ""Bed linens"", ""Long term stays allowed"", ""Dishes and silverware"", ""First aid kit"", ""Free parking on premises"", ""Crib"", ""Hot water"", ""Stainless steel double oven"", ""Luggage dropoff allowed"", ""Private patio or balcony"", ""Mosquito net"", ""Hangers"", ""Baking sheet"", ""Refrigerator"", ""Room-darkening shades"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Washer"", ""Batting cage"", ""Microwave"", ""Dishwasher"", ""Outdoor playground"", ""Dining table"", ""Drying rack for clothing"", ""Cleaning products"", ""Cooking basics"", ""Kitchen"", ""Wifi"", ""Electric stove""]",t,2023-08-05,2024-07-14,f,46.7961953,-71.24716529999999,6.0,1.0,2.0,3.0,105.0,31.0,365,0,0,28,303,4.0,2.0,0.0,5.0,4.75,5.0,5.0,5.0,5.0,5.0,4.0,4.0,0.0,0.0,0.26
1248,Les Immeubles Charlevoix - Le Quai St-André 1166,2015-05-28,within an hour,96%,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,Entire rental unit,Entire home/apt,1 bath,"[""Fire extinguisher"", ""Host greets you"", ""Oven"", ""Dryer"", ""Essentials"", ""Smoke alarm"", ""Heating"", ""Bed linens"", ""Long term stays allowed"", ""Dishes and silverware"", ""First aid kit"", ""Hot water"", ""TV with standard cable"", ""Hangers"", ""Refrigerator"", ""Iron"", ""Air conditioning"", ""Hair dryer"", ""Stove"", ""Washer"", ""Microwave"", ""Dishwasher"", ""Coffee maker"", ""Cooking basics"", ""Paid parking off premises"", ""Kitchen"", ""Wifi"", ""Shampoo""]",t,2016-02-15,2024-09-21,t,46.81679916,-71.20490265,4.0,1.0,1.0,1.0,157.0,2.0,1125,22,44,74,331,45.0,6.0,0.0,4.73,4.78,4.8,4.75,4.68,4.95,4.55,6.1,4.3,0.0,0.0,0.42
1249,Les Immeubles Charlevoix - Le Quai St-André 1172,2015-05-28,within an hour,96%,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,Entire rental unit,Entire home/apt,1 bath,"[""Building staff"", ""Fire extinguisher"", ""Oven"", ""Dryer"", ""Essentials"", ""Smoke alarm"", ""Self check-in"", ""Heating"", ""Bed linens"", ""Long term stays allowed"", ""Dishes and silverware"", ""First aid kit"", ""Paid parking lot on premises"", ""Hot water"", ""TV with standard cable"", ""Hangers"", ""Refrigerator"", ""Iron"", ""Air conditioning"", ""Hair dryer"", ""Stove"", ""Washer"", ""Microwave"", ""Dishwasher"", ""Coffee maker"", ""Cooking basics"", ""Kitchen"", ""Wifi"", ""Shampoo""]",t,2016-02-20,2024-10-13,t,46.81689835,-71.20490265,4.0,1.0,2.0,2.0,219.0,2.0,1125,21,28,54,308,90.0,16.0,1.0,4.62,4.69,4.39,4.67,4.62,4.88,4.48,6.1,4.3,0.0,0.0,0.85
1250,Les Immeubles Charlevoix - Le Quai St-André 1178,2015-05-28,within an hour,96%,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,Entire rental unit,Entire home/apt,1.5 baths,"[""Fire extinguisher"", ""Oven"", ""Dryer"", ""Essentials"", ""Smoke alarm"", ""Self check-in"", ""Heating"", ""Bed linens"", ""Long term stays allowed"", ""Dishes and silverware"", ""First aid kit"", ""Hot water"", ""TV with standard cable"", ""Hangers"", ""Refrigerator"", ""Iron"", ""Air conditioning"", ""Keypad"", ""Hair dryer"", ""Stove"", ""Washer"", ""Microwave"", ""Dishwasher"", ""Coffee maker"", ""Cooking basics"", ""Paid parking off premises"", ""Kitchen"", ""Wifi"", ""Shampoo""]",t,2016-02-15,2024-10-15,t,46.81679916,-71.20490265,4.0,1.0,2.0,2.0,219.0,2.0,1125,24,41,71,343,26.0,4.0,1.0,4.58,4.77,4.69,4.88,4.62,4.92,4.62,6.1,4.3,0.0,0.0,0.24
1251,Nice cheap room !,2014-05-01,within an hour,95%,t,t,Saint-Sauveur,Private room in home,Private room,1.5 shared baths,"[""Shared backyard \u2013 Fully fenced"", ""Exterior security cameras on property"", ""Conditioner"", ""Extra pillows and blankets"", ""Free street parking"", ""Fire extinguisher"", ""Fast wifi \u2013 70 Mbps"", ""Dryer"", ""Essentials"", ""Portable fans"", ""Smoke alarm"", ""Self check-in"", ""Clothing storage"", ""Body soap"", ""Heating"", ""Bed linens"", ""Dishes and silverware"", ""First aid kit"", ""Outdoor dining area"", ""Free parking on premises"", ""Hot water"", ""Luggage dropoff allowed"", ""Mosquito net"", ""Hangers"", ""BBQ grill"", ""Iron"", ""Refrigerator"", ""Outdoor furniture"", ""Room-darkening shades"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Bidet"", ""Keypad"", ""Hair dryer"", ""Washer"", ""TV"", ""Lock on bedroom door"", ""Shared patio or balcony"", ""Microwave"", ""Dishwasher"", ""Coffee maker"", ""Shower gel"", ""Cleaning products"", ""Cooking basics"", ""Shampoo""]",t,2016-04-13,2024-11-04,t,46.80954,-71.24165,1.0,1.0,1.0,1.0,57.0,1.0,60,20,20,20,20,42.8,76.0,5.0,4.9,4.94,4.9,4.95,4.93,4.72,4.9,3.0,0.0,0.0,0.0,2.3
